,embed,bias
262,i urge the senate to reauthorize vawa we cannot allow inaction to undermine the rights of women yvette d clarke yvetteclarke,1.0
263,massive turnout is expected throughout the pelican state be a voter for billcassidy today votecassidybill cassidy billcassidy,1.0
264,i enjoyed visiting with officer s from the armywarcollege i welcomed the candid discussion on our nation s militaryrep martha roby repmartharoby,0.0
265,selfie at the capitol w the huisman family from the 2nd district thanks for coming out to visit rep bill huizenga rephuizenga,0.0
266,urge a no vote on gopbudget it is a recipe for economic decline amp immediate job loss that rewards millionaires at everyone else s expense chris van hollen chrisvanhollen 2,1.0
267,good luck to everyone participating in startupweekend lawrence over the next few days jerry moran jerrymoran,0.0
268,thanks to those who participated in my oswego county women s economic forum today rep dan maffei repdanmaffei,0.0
269, tigernbham house dems makeitinamerica plan is focused on bringing jobs back to us incl tax incentives to encourage invstmnt askdemssteny hoyer whiphoyer,1.0
270,obama amp senate dems give obamacare break to big biz stiffing hardworking americans fairnessforallrep robert pittenger reppittenger 2,1.0
271,son abel daughter rachel son in law cale run4change in honor of deutscher family rep kevin cramer repkevincramer,0.0
272, kkeejj lots of veteran owned businesses call 10th district home recently toured family and veteran owned numerical precision in wheeling rep brad schneider repschneider,0.0
273,via bctimes shalegas agreement btwn consol_energy amp pitairport will lead to ec dev 500m in new revenue read rep tim murphy reptimmurphy 201,0.0
274,congrats flysjc mineta sjc intl awarded another 2mil on top of the 3mil announced earlier for runway improvementrep zoe lofgren repzoelofgren,0.0
275,about to make an important announcement at the tnfarmbureau in trenton stephen fincher repfinchertn08,0.0
276, tweetinallnight defund how shutdown doesn t stop it i m for stopping obama now we can actually defund w no shutdown in 3 weeksrichard hudson reprichhudson,0.0
277, swetalk pres stacey delvecchio of il joined stem caucus panel to discuss improving stem ed amp workforce diversitymark kirk senatorkirk 2,0.0
278,be safe today in the east valley flooding reported in apache junction and some potential for floods near mesamatt salmon repmattsalmon,0.0
279, ultimately extending this law isn t a wall street or big business issue it s a main street issue rep randy hultgren rephultgren 2,1.0
280,hatch on unanimous supreme court decision on recess appointmentssenator hatch office senorrinhatch,0.0
281,the ability of an individual to care for another person or be a good parent is not determined by sexual orientationrep scott peters repscottpeters,0.0
282,i talked to foxnews teamcavuto about the no obamacare subsidies for congress act video nosubsidies4congressshelley moore capito repshelley 2,1.0
283,watch now joint hearing w repchrissmith on us citizen pastor freesaeed imprisoned in iran 4 his christian faithileana ros lehtinen roslehtinen 2,0.0
284,quite lucky tonite there is actually history on the channel w that name finally chuckgrassley chuckgrassley,0.0
285,i gave a floor speech today highlighting 150 reasons to love west virginia watch it here 150reasons wvshelley moore capito repshelley 2,0.0
286,moving to conference on the budget is one of the best signals congress can send to america watch mepoliticssenator angus king senangusking 2,1.0
287,placer reunirme c la directora de ntn24 cgurisattintn24 y discutir venezuela debemos apoyar la lucha p libertad ileana ros lehtinen roslehtinen,0.0
288,here s another photo in my facebook cover photo contest this photo of downtown albuquerque was taken _michellelujangrisham replujangrisham,0.0
289,ridiculous rt peenymcneeny repjeffduncan only traitors complain about taxes pjnetrep jeff duncan repjeffduncan 2,0.0
290,icymi here s the link to my op ed in the pilotnews on why va should expand its medicaid program obamacarerep bobby scott repbobbyscott 2,1.0
291,the house has voted to defund obamacare and keep the government open now the senatemustact tx25rep roger williams reprwilliams 2,1.0
292,we must help us companies start grow produce here amp sell their products around world that s why i support renewing eximbankus exim4jobsrep brad schneider repschneider 2,0.0
293,re ed snowden european ambassadors consensus we want privacy but we must have u s intelligence morerep robert pittenger reppittenger 201,0.0
294,thank you to the thehartford employees i visited with in op appreciated the thoughts on economy amp federal spending rep kevin yoder repkevinyoder 2,0.0
295,sanders don t cut social security and disabled veterans benefits veterans chainedcpibernie sanders sensanders 201,1.0
296,rt stewsays the senate is voting on the sen mikecrapo amendment budgetsenator mike crapo mikecrapo 2,0.0
297,help a veteran in your life share our veteran resource guide with them kyrsten sinema repsinema,0.0
298,the change we work for today can add up to incredible progress in our lifetimes tb passendasen tammy baldwin senatorbaldwin,1.0
299,great news supreme court upheld marriage equality in or love is still the law gaymarriageorsenator jeff merkley senjeffmerkley,1.0
300,want to know which of your senators voted to block equalpay find out here richard blumenthal senblumenthal 2,1.0
301,for all of you early birds i will be on the jallman971 show tomorrow at 7 10 am cst ann wagner repannwagner 2,0.0
302,rt ufwf ufwupdates house hearing on ag thank you rep luisgutierrez amp repzoelofgren for support for farmworkersrep zoe lofgren repzoelofgren 201,0.0
303,rt amtrakcareers yes we do mt repjeffdenham think that dog would support petsontrains happy nationaldogday from amtrak k9s http _jeff denham repjeffdenham 2013 ,0.0
304,tune in now secretary sebelius is testifying before the ways and means committee watch the hearing here rep jim renacci repjimrenacci 201,0.0
305,rt repfredupton brokenpromises routine delays and the dramatically higher healthcare premiums _not exactly abetterbargainrep renee ellmers repreneeellmers 2,1.0
306, taxinversions are symptoms of a much deeper problem let s fix our entire taxcode video speaker john boehner speakerboehner 2,0.0
307,white house finally admits it s true some americans won t be able to keep their health care plan under obamacare morebrokenpromisesann wagner repannwagner,1.0
308,pres obama s former interior secretary salazar fracking never been an environmental problem sen john barrasso senjohnbarrasso 2,1.0
309,photos sendonnelly s trip overseas to afghanistan pakistan and turkey check out all photos here senator joe donnelly sendonnelly 201,0.0
310, spacekscblog housescience appreciate u taking the time to reaffirm that i am taking the right stand sometimes it gets a little lonely dana rohrabacher danarohrabacher,0.0
311,thanks for sharing have a great independenceday rt adamslane17 repstevestivers watching musical 1776 steve stivers repstevestivers 2,0.0
312, hanscom_afb completed a critical base security system ahead of time and under budget niki tsongas nikiinthehouse 2,0.0
313,al thinks proposed internet fast lane rules are discriminatory amp anticompetitive learn more netneutralityal franken alfranken 201,1.0
314,on foreignrelations brettonwoodscom i don t believe we ll be peace til we nudge leaders to work together for the betterment of us all sen robert menendez senatormenendez 2,0.0
315,sen stabenow leading the fight to keep student loan rates low join her and say dontdoublemyrate sen debbie stabenow stabenowpress,1.0
316,on msnbc tuesday at 10 10amet 7 10ampst re doubling us broadcast into northkorea lets give kim jong un a double dose of free speechbrad sherman bradsherman 2014 ,1.0
317,now questioning secretary of defense nominee former sen chuck hagel in armed services committee watch lindsey graham grahamblog 2,0.0
318,great meeting today with republic of korea s ambassador to the united states ahn ho young to discuss ways to bill pascrell jr billpascrell,0.0
319,haven t been able to make any of my town halls this month read about them in my latest e newsletter here rep greg walden repgregwalden 2,0.0
320,happy easter to all celebrating today wishing you amp your families a joyous holiday on this day of peace amp renewal rep frank pallone frankpallone 201,0.0
321,you bet mt aadorableana repsamfarr i am a constituent of yours asking for an inclusive cir bill can we have your support congressman sam farr repsamfarr,1.0
322,congratulations aquinas academy class of 2013 happy to address new graduates today keithkeith rothfus keithrothfus,0.0
323, provphoenix a senator walks into a bar in matunuck _but it s no joke sheldon whitehouse senwhitehouse 2,1.0
324,rt crainschicago mt governorquinn it s official marriageequality is the law of the land in illinois bill foster repbillfoster 201,0.0
325,met w the nh manufacturing extension partnership today to discuss the importance of manufacturing to nh s economyann mclane kuster repanniekuster,1.0
